24,41,2,

00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
05,05,00,00,00,00,00,00,00,00,00,00,05,05,05,05,05,05,05,05,05,05,05,05,
01,05,00,00,00,00,00,00,00,00,00,00,05,02,03,01,05,05,05,05,05,05,05,05,
04,05,05,05,05,00,00,00,05,05,05,00,05,05,05,04,05,05,00,00,00,00,00,00,
05,05,02,03,05,00,00,00,05,05,05,00,05,00,00,00,00,00,00,00,00,00,00,00,
05,05,05,05,05,05,05,05,05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,05,05,05,05,05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,05,
00,00,00,00,00,00,00,00,00,00,00,05,05,05,05,05,05,00,00,00,00,05,05,05,
00,00,00,00,00,00,00,00,00,00,00,05,05,05,05,05,05,00,00,00,00,00,00,05,
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,00,00,00,00,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
05,05,00,00,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,
05,05,05,05,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
05,05,00,00,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,00,00,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,00,00,05,05,05,00,00,00,00,05,05,05,00,00,00,00,00,05,05,00,00,05,
05,05,00,00,05,05,05,00,00,00,00,05,05,05,00,00,00,00,00,05,05,00,00,05,
05,05,00,00,05,05,05,00,00,00,00,05,05,05,00,00,00,00,00,05,05,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,00,00,05,
05,05,05,05,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,05,05,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,05,05,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,
05,05,05,05,05,05,05,00,00,00,00,05,05,05,05,05,05,05,05,05,05,00,00,05,

00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
