24,31,1,

26,27,28,27,29,30,27,29,27,28,29,30,26,26,27,28,29,30,19,11,20,00,00,19,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,13,20,00,00,19,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,11,20,00,00,19,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,21,20,00,00,19,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,13,20,00,00,19,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,12,20,00,00,19,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,11,20,00,00,19,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,11,20,00,00,19,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,12,20,00,00,19,
15,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,29,27,30,00,00,19,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,14,06,07,08,06,05,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,21,11,13,13,10,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,11,11,11,11,21,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,30,27,30,28,19,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,
20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,19,
04,06,07,06,15,00,00,14,15,00,00,14,06,06,07,08,07,06,07,06,06,07,08,05,
13,12,12,11,20,00,00,19,20,00,00,19,11,12,13,12,21,12,13,12,13,11,12,10,
12,12,21,21,20,00,00,19,20,00,00,19,11,12,21,12,13,11,12,13,21,12,13,21,
17,18,17,18,25,22,23,24,25,22,23,24,16,17,16,17,18,17,18,16,17,16,17,18,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
